feature,importance,gain_pct,gain_cumul_pct,rank
date4_timestamp,6265.71044921875,0.19643144386764325,77.55446388308268,106
cov_blue_date4,6137.22802734375,0.1924034907975066,77.74686737388018,107
exg_date3,6118.0400390625,0.19180194301237535,77.93866931689256,108
bri_date4,6055.41162109375,0.1898385279027158,78.12850784479528,109
img_red_mean_date1,6027.845703125,0.18897433012147077,78.31748217491675,110
img_blue_std_date2,5874.87109375,0.18417854141751516,78.50166071633426,111
chrono_date4_ts,5872.822265625,0.18411431019104976,78.6857750265253,112
log_perimeter,5801.30078125,0.1818720954322924,78.8676471219576,113
cov_red_date1,5789.47705078125,0.18150141880005705,79.04914854075766,114
te_change_status_date4_class2,5784.92919921875,0.18135884262195917,79.23050738337962,115
date4_dayofyear,5749.50732421875,0.18024835880577567,79.41075574218539,116
img_red_std_date5,5743.7265625,0.18006713061461174,79.5908228728,117
exg_mean_x_log_area,5728.7958984375,0.17959905090944994,79.77042192370945,118
chrono_date0_ts,5654.2919921875,0.1772633365483926,79.94768526025784,119
area_x_status_last,5651.861328125,0.1771871346786727,80.12487239493652,120
bri_date3,5619.65771484375,0.17617754409738756,80.3010499390339,121
te_change_status_date3_class0,5605.916015625,0.17574673870977658,80.47679667774368,122
exg_last_x_log_area,5564.04931640625,0.1744342081924213,80.6512308859361,123
te_change_status_date2_class3,5556.4150390625,0.17419487186597077,80.82542575780207,124
img_green_mean_date5,5526.6884765625,0.1732629373885605,80.99868869519062,125
area_x_status_range,5525.53076171875,0.17322664276559827,81.17191533795622,126
chrono_date3_ts,5525.4716796875,0.1732247905305167,81.34514012848673,127
te_change_status_date4_class1,5512.86474609375,0.1728295603026544,81.51796968878939,128
te_change_status_date3_class5,5493.74853515625,0.17223026275353134,81.69019995154292,129
img_green_std_date1,5490.98828125,0.17214372816744725,81.86234367971036,130
rgi_last_x_log_area,5488.06494140625,0.17205208080022885,82.03439576051059,131
date1_dayofyear,5407.3623046875,0.16952203483288503,82.20391779534347,132
delta_red_std_d2_d3,5398.845703125,0.16925503744203435,82.3731728327855,133
chrono_status_delta_2_3,5398.76220703125,0.16925241982055542,82.54242525260605,134
te_geography_type_class0,5368.58984375,0.16830650938752958,82.71073176199359,135
gri_date2,5368.31005859375,0.168297738059416,82.87902950005301,136
red_mean_overall_mean,5333.22216796875,0.1671977247291482,83.04622722478216,137
te_change_status_date0_class4,5325.85693359375,0.16696682296079643,83.21319404774296,138
delta_green_mean_d2_d3,5218.69580078125,0.16360729713919128,83.37680134488215,139
delta_blue_mean_d4_d5,5198.4130859375,0.16297142942800294,83.53977277431015,140
img_red_mean_date3,5196.13818359375,0.1629001107234981,83.70267288503365,141
te_change_status_date1_class5,5191.44580078125,0.16275300345792793,83.86542588849157,142
chrono_time_delta_0_1,5126.63330078125,0.16072111688116167,84.02614700537274,143
te_change_status_date1_class1,5075.3564453125,0.1591135758308128,84.18526058120355,144
delta_green_std_d1_d2,5066.35693359375,0.15883143909702258,84.34409202030058,145
date2_timestamp,5034.8369140625,0.15784327933486317,84.50193529963545,146
img_blue_mean_date1,4960.8623046875,0.15552415855090038,84.65745945818635,147
cov_mean_x_log_area,4956.47412109375,0.15538658799984112,84.8128460461862,148
red_mean_overall_range,4948.64697265625,0.15514120512085153,84.96798725130705,149
date3_timestamp,4931.31494140625,0.15459784200964663,85.1225850933167,150
cov_blue_date5,4913.7685546875,0.154047758805873,85.27663285212257,151
blue_mean_overall_std,4908.3046875,0.15387646533014662,85.43050931745272,152
delta_red_std_d3_d4,4854.05224609375,0.15217563898568903,85.58268495643841,153
blue_mean_overall_range,4839.90185546875,0.15173202102978645,85.7344169774682,154
delta_green_mean_d4_d5,4811.5283203125,0.15084250426651719,85.88525948173472,155
cov_red_date5,4808.47802734375,0.1507468768900326,86.03600635862476,156
